NWS_ID,USGS_ID,GOES_ID,HSA,Latitude_dd,Longitude_dd,LOCATION,WAC,WRIA_NR,WRIA_NM,mm_dd,stream_name,rule,value,station_type,station_substitution
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,15-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,16-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,17-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,18-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,19-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,20-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,21-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,22-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,23-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,24-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,25-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,26-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,27-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,28-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,29-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,30-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,31-Jan,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,1-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,2-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,3-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,4-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,5-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,6-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,7-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,8-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,9-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,10-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,11-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,12-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,13-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,14-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,15-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,16-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,17-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,18-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,19-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,20-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,21-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,22-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,23-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,24-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,25-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,26-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,27-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,28-Feb,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,1-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,2-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,3-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,4-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,5-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,6-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,7-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,8-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,9-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,10-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,11-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,12-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,13-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,14-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,15-Mar,Upper Entiat RM_18,NA,175,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,16-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,17-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,18-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,19-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,20-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,21-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,22-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,23-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,24-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,25-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,26-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,27-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,28-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,29-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,30-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,31-Mar,Upper Entiat RM_18,NA,285,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,1-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,2-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,3-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,4-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,5-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,6-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,7-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,8-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,9-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,10-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,11-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,12-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,13-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,14-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,15-Apr,Upper Entiat RM_18,NA,325,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,16-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,17-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,18-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,19-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,20-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,21-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,22-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,23-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,24-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,25-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,26-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,27-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,28-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,29-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,30-Apr,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,1-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,2-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,3-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,4-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,5-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,6-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,7-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,8-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,9-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,10-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,11-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,12-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,13-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,14-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,15-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,16-May,Upper Entiat RM_18,NA,375,USGS,NA
ARDW1,12452800,DD09A114,OTX,47.818611,-120.421944,ENTIAT RIVER NEAR ARDENVOIR WA,WAC173546,46,ENTIAT,17-May,Upper Entiat RM_18,NA,375,USGS,NA
